id,St_Racuna,Sifra_Kupca,Datum_Storitve,Knjizenje,Znesek,Znese_z_DDV,Fakturiral,Izvajalec
4.477,40.715,558.314,16. 12. 2014,0,"6,30","7,69",037,021
4.478,31.690,558.317,27. 10. 2014,0,"37,00","45,14",014,021
4.479,37.012,558.324,27. 11. 2014,0,"23,00","28,06",037,031
4.480,517,558.347,6. 1. 2015,1,"23,00","28,06",063,027
4.481,39.286,558.375,9. 12. 2014,1,"37,00","45,14",107,022
4.482,38.568,558.390,10. 12. 2014,0,"37,00","45,14",037,009
4.483,34.270,558.415,11. 11. 2014,0,"23,00","28,06",037,018
4.484,29.947,558.455,6. 10. 2014,1,"14,00","17,08",063,015
4.485,32.755,558.464,23. 10. 2014,0,"6,30","7,69",037,005
4.486,35.439,558.467,18. 11. 2014,1,"37,00","45,14",063,028
4.487,35.841,558.473,19. 11. 2014,1,"18,00","21,96",063,022
4.488,36.573,558.474,20. 11. 2014,1,"10,00","12,20",107,022
4.489,36.574,558.475,20. 11. 2014,1,"36,00","43,92",107,022
4.490,39.308,558.486,9. 12. 2014,1,"23,00","28,06",107,024
4.491,1.023,558.511,6. 1. 2015,1,"53,00","64,66",063,021
4.492,1.011,558.536,7. 1. 2015,1,"23,00","28,06",063,001
4.493,1.010,558.538,7. 1. 2015,1,"23,00","28,06",063,001
4.494,31.207,558.582,21. 10. 2014,0,"23,00","28,06",037,022
4.495,804,558.584,7. 1. 2015,1,"26,00","31,72",063,022
4.496,1.519,558.630,12. 1. 2015,1,"23,00","28,06",063,001
4.497,34.556,558.632,12. 11. 2014,2,"23,00","28,06",107,009
4.498,40.043,558.634,18. 12. 2014,0,"23,00","28,06",037,072
4.499,820,558.657,8. 1. 2015,1,"26,00","31,72",063,028
4.500,1.508,558.663,12. 1. 2015,2,"37,00","45,14",063,021
4.501,1.785,558.663,9. 1. 2015,0,"6,30","7,69",037,021
4.502,39.818,558.665,16. 12. 2014,1,"23,00","28,06",063,001
4.503,31.442,558.670,15. 10. 2014,0,"6,30","7,69",037,001
4.504,39.986,558.670,18. 12. 2014,2,"23,00","28,06",063,009
4.505,30.912,558.703,16. 10. 2014,0,"23,00","28,06",037,001
4.506,29.913,558.704,8. 10. 2014,0,"23,00","28,06",037,001
4.507,33.395,558.707,3. 11. 2014,1,"23,00","28,06",063,007
4.508,30.094,558.715,9. 10. 2014,0,"23,00","28,06",037,075
4.509,1.439,558.716,19. 1. 2015,0,"23,00","28,06",037,005
4.510,1.446,558.723,19. 1. 2015,0,"23,00","28,06",037,005
4.511,1.445,558.725,19. 1. 2015,0,"23,00","28,06",037,005
4.512,38.374,558.728,8. 12. 2014,2,"23,00","28,06",107,027
4.513,35.975,558.729,21. 11. 2014,1,"14,00","17,08",063,028
4.514,669,558.730,14. 1. 2015,0,"37,00","45,14",037,013
4.515,37.729,558.732,3. 12. 2014,0,"37,00","45,14",037,028
4.516,41.145,558.792,30. 12. 2014,1,"20,00","24,40",063,027
4.517,35.660,558.808,20. 11. 2014,0,"23,00","28,06",014,007
4.518,39.506,558.824,16. 12. 2014,0,"16,00","19,52",037,005
4.519,39.291,558.830,9. 12. 2014,1,"25,00","30,50",107,022
4.520,30.087,558.859,9. 10. 2014,0,"23,00","28,06",037,001
4.521,39.859,558.874,18. 12. 2014,1,"26,00","31,72",063,007
4.522,31.544,558.893,16. 10. 2014,2,"23,00","28,06",063,027
4.523,34.293,558.930,6. 11. 2014,1,"23,00","28,06",063,001
4.524,34.296,558.931,6. 11. 2014,1,"23,00","28,06",063,001
4.525,38.860,558.944,12. 12. 2014,0,"23,00","28,06",037,013
4.526,40.425,558.949,22. 12. 2014,0,"23,00","28,06",037,013
4.527,34.124,558.984,13. 11. 2014,0,"37,00","45,14",037,022
4.528,40.957,558.999,23. 12. 2014,0,"23,00","28,06",037,072
4.529,34.383,559.055,3. 11. 2014,0,"6,30","7,69",037,022
4.530,34.138,559.119,13. 11. 2014,0,"37,00","45,14",037,013
4.531,35.576,559.126,20. 11. 2014,0,"23,00","28,06",014,024
4.532,36.877,559.193,27. 11. 2014,0,"11,60","14,15",037,009
4.533,35.834,559.199,19. 11. 2014,1,"23,00","28,06",107,024
4.534,864,559.201,8. 1. 2015,1,"37,00","45,14",063,027
4.535,30.445,559.276,8. 10. 2014,2,"23,00","28,06",063,075
4.536,33.039,559.284,27. 10. 2014,1,"45,00","54,90",107,038
4.537,365,559.311,9. 1. 2015,0,"10,00","12,20",037,021
4.538,33.126,64.118,3. 11. 2014,1,"20,00","24,40",063,072
4.539,39.697,559.318,17. 12. 2014,0,"26,00","31,72",037,042
4.540,35.191,559.345,18. 11. 2014,2,"23,00","28,06",063,024
4.541,31.952,559.346,23. 10. 2014,0,"23,00","28,06",014,018
4.542,37.637,559.348,27. 11. 2014,1,"20,00","24,40",063,022
4.543,34.393,559.358,10. 11. 2014,0,"6,30","7,69",037,005
4.544,37.249,559.358,1. 12. 2014,1,"23,00","28,06",063,005
4.545,38.529,559.358,10. 12. 2014,0,"-6,30","-7,69",037,005
4.546,38.212,559.376,4. 12. 2014,1,"23,00","28,06",107,024
4.547,40.658,559.381,15. 12. 2014,0,"6,30","7,69",037,005
4.548,30.545,559.384,10. 10. 2014,1,"10,00","12,20",063,015
4.549,32.063,559.393,27. 10. 2014,0,"11,50","14,03",014,007
4.550,32.850,559.396,28. 10. 2014,1,"8,00","9,76",063,007
4.551,40.532,559.450,22. 12. 2014,1,"23,00","28,06",107,021
4.552,38.232,559.454,5. 12. 2014,1,"14,00","17,08",107,021
4.553,34.478,559.495,14. 11. 2014,0,"23,00","28,06",014,027
4.554,30.454,559.504,8. 10. 2014,1,"16,00","19,52",063,027
4.555,31.457,559.520,22. 10. 2014,0,"23,00","28,06",037,005
4.556,32.187,559.521,29. 10. 2014,0,"20,00","24,40",037,005
4.557,39.633,559.522,16. 12. 2014,1,"53,00","64,66",063,038
4.558,39.618,559.534,15. 12. 2014,0,"58,00","70,76",037,017
4.559,36.034,559.536,21. 11. 2014,0,"23,00","28,06",014,075
4.560,933,559.551,15. 1. 2015,0,"26,00","31,72",037,009
4.561,35.597,559.576,18. 11. 2014,0,"23,00","28,06",014,018
4.562,38.814,559.601,11. 12. 2014,0,"23,00","28,06",037,013
4.563,40.142,559.618,17. 12. 2014,1,"37,00","45,14",107,075
4.564,36.703,559.634,27. 11. 2014,0,"23,00","28,06",063,028
4.565,38.816,559.636,11. 12. 2014,0,"16,00","19,52",037,013
4.566,36.833,559.639,26. 11. 2014,1,"23,00","28,06",107,028
4.567,40.851,559.668,23. 12. 2014,0,"6,30","7,69",037,001
4.568,30.251,559.670,8. 10. 2014,1,"26,00","31,72",063,026
4.569,37.160,559.695,25. 11. 2014,1,"23,00","28,06",107,031
4.570,35.862,559.698,20. 11. 2014,1,"26,00","31,72",063,001
4.571,29.951,559.700,8. 10. 2014,0,"11,60","14,15",037,067
4.572,32.988,559.705,23. 10. 2014,0,"6,30","7,69",037,021
4.573,41.146,559.707,30. 12. 2014,1,"23,00","28,06",063,027
4.574,40.936,559.726,30. 12. 2014,0,"26,00","31,72",037,018
4.575,1,559.764,5. 1. 2015,0,"23,00","28,06",037,009
4.576,35.455,559.770,18. 11. 2014,1,"15,00","18,30",063,007
4.577,39.822,559.775,12. 12. 2014,1,"16,00","19,52",063,022
4.578,33.398,559.776,3. 11. 2014,1,"37,00","45,14",063,007
4.579,31.993,559.791,21. 10. 2014,1,"23,00","28,06",063,001
4.580,34.551,559.818,12. 11. 2014,1,"23,00","28,06",107,009
4.581,30.833,559.862,9. 10. 2014,1,"23,00","28,06",063,026
4.582,29.880,559.864,3. 10. 2014,1,"10,00","12,20",063,026
4.583,33.726,559.868,3. 11. 2014,1,"37,00","45,14",063,021
4.584,30.856,559.891,13. 10. 2014,1,"20,00","24,40",063,026
4.585,30.853,559.892,11. 10. 2014,1,"20,00","24,40",063,026
4.586,37.025,559.903,25. 11. 2014,0,"23,00","28,06",037,031
4.587,29.394,559.905,2. 10. 2014,0,"20,00","24,40",037,026
4.588,30.857,559.908,13. 10. 2014,1,"20,00","24,40",063,026
4.589,37.028,559.937,25. 11. 2014,0,"23,00","28,06",037,031
4.590,38.116,559.969,5. 12. 2014,0,"25,00","30,50",037,013
4.591,29.877,559.980,2. 10. 2014,1,"26,00","31,72",063,026
4.592,38.933,560.033,10. 12. 2014,1,"23,00","28,06",107,027
4.593,549,560.036,6. 1. 2015,2,"37,00","45,14",063,075
4.594,38.310,560.046,8. 12. 2014,0,"6,30","7,69",037,018
4.595,597,560.048,13. 1. 2015,0,"23,00","28,06",037,005
4.596,594,560.050,13. 1. 2015,0,"23,00","28,06",037,005
4.597,687,560.051,14. 1. 2015,0,"23,00","28,06",037,005
4.598,599,560.055,13. 1. 2015,0,"46,00","56,12",037,005
4.599,826,560.057,15. 1. 2015,0,"23,00","28,06",037,005
4.600,31.636,560.065,24. 10. 2014,0,"23,00","28,06",035,028
4.601,38.355,560.079,8. 12. 2014,1,"10,00","12,20",107,005
4.602,32.723,560.109,24. 10. 2014,1,"20,00","24,40",063,001
4.603,30.449,560.120,2. 10. 2014,0,"6,30","7,69",037,075
4.604,33.452,560.120,10. 11. 2014,0,"-6,30","-7,69",037,075
4.605,40.176,560.120,17. 12. 2014,1,"23,00","28,06",107,075
4.606,37.260,560.123,26. 11. 2014,0,"6,30","7,69",037,018
4.607,35.590,560.169,18. 11. 2014,0,"16,00","19,52",014,022
4.608,35.275,560.172,17. 11. 2014,1,"55,00","67,10",063,028
4.609,30.174,560.187,13. 10. 2014,0,"-6,30","-7,69",037,015
4.610,35.751,560.202,20. 11. 2014,2,"23,00","28,06",063,005
4.611,35.752,64.248,20. 11. 2014,1,"11,60","14,15",063,005
4.612,37.956,560.261,4. 12. 2014,1,"14,00","17,08",063,007
4.613,31.683,560.281,24. 10. 2014,0,"23,00","28,06",014,005
4.614,35.376,560.282,19. 11. 2014,0,"8,00","9,76",014,005
4.615,31.000,560.305,16. 10. 2014,1,"20,00","24,40",063,028
4.616,36.413,560.324,25. 11. 2014,1,"36,00","43,92",063,007
4.617,39.300,560.338,11. 12. 2014,1,"20,00","24,40",107,022
4.618,31.927,560.378,20. 10. 2014,1,"37,00","45,14",063,022
4.619,1.824,560.381,21. 1. 2015,0,"23,00","28,06",037,001
4.620,29.824,560.412,7. 10. 2014,1,"37,00","45,14",063,015
4.621,36.164,560.421,24. 11. 2014,1,"23,00","28,06",107,021
4.622,39.123,560.454,15. 12. 2014,0,"23,00","28,06",037,027
4.623,35.912,560.455,21. 11. 2014,1,"20,00","24,40",063,007
4.624,38.858,560.466,12. 12. 2014,0,"26,00","31,72",037,013
4.625,553,560.481,6. 1. 2015,1,"23,00","28,06",063,075
4.626,38.249,560.507,8. 12. 2014,0,"23,00","28,06",037,027
4.627,38.268,560.547,8. 12. 2014,0,"37,60","45,87",037,013
4.628,38.251,560.572,8. 12. 2014,0,"23,00","28,06",037,027
4.629,37.523,560.607,2. 12. 2014,0,"37,00","45,14",037,007
4.630,31.346,560.643,17. 10. 2014,1,"20,00","24,40",063,015
4.631,30.577,560.657,10. 10. 2014,1,"37,00","45,14",063,021
4.632,34.460,560.666,10. 11. 2014,1,"16,00","19,52",063,005
4.633,40.123,560.740,17. 12. 2014,1,"23,00","28,06",107,042
4.634,30.446,560.742,8. 10. 2014,1,"23,00","28,06",063,075
4.635,29.924,560.743,8. 10. 2014,0,"23,00","28,06",037,075
4.636,37.164,560.758,18. 11. 2014,0,"6,30","7,69",037,007
4.637,36.859,560.773,28. 11. 2014,1,"14,00","17,08",107,007
4.638,39.963,560.780,17. 12. 2014,1,"26,00","31,72",107,021
4.639,489,560.783,13. 1. 2015,0,"23,00","28,06",037,001
4.640,40.125,560.786,17. 12. 2014,1,"23,00","28,06",107,042
4.641,39.279,560.791,12. 12. 2014,1,"23,00","28,06",107,042
4.642,39.992,560.796,18. 12. 2014,1,"23,00","28,06",063,009
4.643,38.728,560.799,11. 12. 2014,0,"23,00","28,06",037,042
4.644,37.996,560.803,3. 12. 2014,1,"20,00","24,40",063,022
4.645,40.554,560.810,19. 12. 2014,0,"23,00","28,06",037,005
4.646,37.793,560.813,3. 12. 2014,1,"20,00","24,40",063,007
4.647,34.553,560.816,12. 11. 2014,1,"50,40","61,49",107,009
4.648,37.991,561.060,5. 12. 2014,1,"23,00","28,06",107,009
4.649,39.100,561.061,11. 12. 2014,1,"23,00","28,06",107,042
4.650,36.407,561.062,25. 11. 2014,0,"23,00","28,06",014,021
4.651,38.817,561.071,11. 12. 2014,0,"26,00","31,72",037,013
4.652,39.588,561.214,26. 11. 2014,0,"6,30","7,69",037,028
4.653,33.407,561.250,4. 11. 2014,1,"37,00","45,14",063,007
4.654,30.456,561.252,8. 10. 2014,1,"16,00","19,52",063,027
4.655,38.862,561.255,12. 12. 2014,0,"10,00","12,20",037,013
4.656,38.855,561.256,12. 12. 2014,0,"16,00","19,52",037,013
4.657,37.856,561.265,4. 12. 2014,0,"16,00","19,52",037,013
4.658,38.114,561.267,5. 12. 2014,0,"14,00","17,08",037,013
4.659,38.259,561.268,8. 12. 2014,0,"10,00","12,20",037,013
4.660,38.476,561.269,9. 12. 2014,0,"10,00","12,20",037,013
4.661,1.278,561.272,16. 1. 2015,0,"6,30","7,69",037,027
4.662,32.163,561.481,24. 10. 2014,1,"23,00","28,06",063,028
4.663,34.345,561.486,11. 11. 2014,1,"20,00","24,40",063,028
4.664,35.513,561.529,14. 11. 2014,1,"23,00","28,06",107,027
4.665,35.657,561.532,20. 11. 2014,0,"20,00","24,40",014,007
4.666,35.738,561.533,20. 11. 2014,1,"10,00","12,20",063,007
4.667,38.060,561.535,5. 12. 2014,1,"23,00","28,06",107,028
4.668,38.056,561.536,5. 12. 2014,1,"23,00","28,06",107,028
4.669,38.058,561.537,5. 12. 2014,1,"23,00","28,06",107,028
4.670,38.382,561.539,8. 12. 2014,1,"23,00","28,06",107,028
4.671,682,561.576,14. 1. 2015,0,"23,00","28,06",037,028
4.672,670,561.601,14. 1. 2015,0,"23,00","28,06",037,013
4.673,671,561.602,14. 1. 2015,0,"23,00","28,06",037,013
4.674,39.356,561.606,15. 12. 2014,1,"23,00","28,06",107,027
4.675,39.978,561.607,17. 12. 2014,1,"10,00","12,20",107,027
4.676,31.349,561.612,15. 10. 2014,1,"23,00","28,06",063,007
4.677,38.669,561.614,9. 12. 2014,1,"23,00","28,06",063,028
4.678,38.670,561.615,9. 12. 2014,1,"23,00","28,06",063,028
4.679,35.937,561.681,22. 11. 2014,1,"20,00","24,40",063,021
4.680,34.430,561.685,5. 11. 2014,0,"6,30","7,69",037,009
4.681,33.221,561.686,5. 11. 2014,0,"23,00","28,06",037,009
4.682,35.938,561.692,22. 11. 2014,1,"26,00","31,72",063,021
4.683,33.721,561.718,30. 10. 2014,1,"23,00","28,06",063,021
4.684,38.723,561.728,11. 12. 2014,0,"26,00","31,72",037,001
4.685,41.031,561.729,24. 12. 2014,1,"26,00","31,72",063,021
4.686,37.405,561.737,2. 12. 2014,1,"37,00","45,14",107,042
4.687,37.319,561.741,1. 12. 2014,1,"20,00","24,40",063,001
4.688,1.240,561.746,16. 1. 2015,0,"23,00","28,06",037,021
4.689,40.719,561.747,15. 12. 2014,0,"6,30","7,69",037,021
4.690,40.718,561.749,15. 12. 2014,0,"6,30","7,69",037,021
4.691,40.713,561.751,16. 12. 2014,0,"6,30","7,69",037,021
4.692,40.711,561.752,16. 12. 2014,0,"6,30","7,69",037,021
4.693,39.960,561.756,17. 12. 2014,1,"23,00","28,06",107,021
4.694,39.677,561.757,17. 12. 2014,0,"23,00","28,06",037,021
4.695,36.911,561.761,27. 11. 2014,1,"26,00","31,72",063,042
4.696,32.308,561.768,22. 10. 2014,1,"37,00","45,14",063,021
4.697,35.257,561.769,17. 11. 2014,1,"26,00","31,72",107,021
4.698,37.426,561.789,2. 12. 2014,1,"26,00","31,72",107,021
4.699,38.737,561.791,9. 12. 2014,2,"23,00","28,06",063,001
4.700,38.734,561.792,9. 12. 2014,1,"23,00","28,06",063,001
4.701,32.421,561.794,20. 10. 2014,0,"6,30","7,69",037,031
4.702,39.593,561.999,16. 12. 2014,0,"6,30","7,69",037,028
4.703,31.599,562.002,23. 10. 2014,0,"46,00","56,12",037,028
4.704,37.148,562.017,28. 11. 2014,0,"10,00","12,20",037,007
4.705,36.961,562.020,26. 11. 2014,0,"26,00","31,72",037,018
4.706,89,562.030,6. 1. 2015,0,"25,00","30,50",037,013
4.707,39.489,562.031,16. 12. 2014,0,"37,00","45,14",037,013
4.708,901,562.040,15. 1. 2015,0,"37,00","45,14",037,075
4.709,40.787,562.041,22. 12. 2014,1,"16,00","19,52",107,075
4.710,33.512,562.052,6. 11. 2014,0,"23,00","28,06",037,018
4.711,40.362,562.290,19. 12. 2014,1,"23,00","28,06",107,009
4.712,40.773,562.300,24. 12. 2014,1,"37,00","45,14",107,021
4.713,33.418,562.319,4. 11. 2014,1,"23,00","28,06",063,005
4.714,37.794,562.372,3. 12. 2014,1,"25,00","30,50",063,007
4.715,38.899,562.393,11. 12. 2014,0,"23,00","28,06",037,021
4.716,38.237,562.397,5. 12. 2014,1,"26,00","31,72",107,042
4.717,40.525,562.414,19. 12. 2014,0,"37,00","45,14",037,007
4.718,29.370,562.415,2. 10. 2014,0,"11,60","14,15",037,024
4.719,34.045,562.487,7. 11. 2014,2,"16,00","19,52",063,027
4.720,30.260,562.490,8. 10. 2014,1,"14,00","17,08",063,015
4.721,29.923,562.491,7. 10. 2014,0,"25,00","30,50",037,038
4.722,33.076,562.528,27. 11. 2014,1,"23,00","28,06",107,001
4.723,31.348,562.535,17. 10. 2014,1,"40,00","48,80",063,015
4.724,237,562.577,8. 1. 2015,0,"26,00","31,72",037,028
4.725,36.390,562.603,26. 11. 2014,0,"26,00","31,72",014,042
4.726,33.761,562.641,3. 11. 2014,1,"37,00","45,14",063,008
4.727,31.814,562.655,21. 10. 2014,1,"20,00","24,40",063,028
4.728,31.486,562.676,17. 10. 2014,1,"20,10","24,52",063,038
4.729,34.763,562.684,11. 11. 2014,1,"51,00","62,22",107,008
4.730,30.255,562.686,8. 10. 2014,1,"26,00","31,72",063,026
4.731,34.462,562.717,14. 11. 2014,0,"37,00","45,14",014,013
4.732,34.366,562.727,4. 11. 2014,1,"23,00","28,06",107,001
4.733,30.862,562.744,13. 10. 2014,1,"20,00","24,40",063,026
4.734,36.112,562.752,18. 11. 2014,1,"20,00","24,40",107,021
4.735,37.986,562.756,5. 12. 2014,1,"26,00","31,72",107,009
4.736,33.802,562.763,5. 11. 2014,2,"23,00","28,06",107,009
4.737,39.769,562.802,15. 12. 2014,1,"37,00","45,14",063,024
4.738,29.920,562.869,8. 10. 2014,0,"20,00","24,40",037,021
4.739,40.801,562.888,23. 12. 2014,2,"23,00","28,06",107,024
4.740,40.804,562.889,23. 12. 2014,1,"23,00","28,06",107,024
4.741,40.802,562.890,23. 12. 2014,1,"23,00","28,06",107,024
4.742,40.628,562.893,23. 12. 2014,0,"23,00","28,06",037,024
4.743,40.803,562.896,23. 12. 2014,1,"23,00","28,06",107,024
4.744,40.752,562.913,24. 12. 2014,2,"23,00","28,06",107,024
4.745,40.703,562.916,24. 12. 2014,0,"23,00","28,06",037,024
4.746,30.276,562.923,8. 10. 2014,1,"23,00","28,06",063,021
4.747,31.277,562.930,20. 10. 2014,1,"23,00","28,06",063,075
4.748,39.975,563.046,17. 12. 2014,1,"23,00","28,06",107,027
4.749,34.379,563.056,4. 11. 2014,1,"37,00","45,14",107,001
4.750,36.383,563.068,26. 11. 2014,0,"25,00","30,50",014,013
4.751,39.849,563.113,18. 12. 2014,0,"20,00","24,40",037,022
4.752,35.263,563.150,14. 11. 2014,1,"23,00","28,06",063,009
4.753,30.835,563.202,9. 10. 2014,1,"10,00","12,20",063,026
4.754,38.225,563.220,3. 12. 2014,1,"23,00","28,06",107,021
4.755,35.102,563.235,13. 11. 2014,1,"9,00","10,98",107,005
4.756,32.477,563.244,20. 10. 2014,0,"6,30","7,69",037,005
4.757,37.008,563.253,27. 11. 2014,0,"37,00","45,14",037,031
4.758,33.409,563.270,4. 11. 2014,1,"23,00","28,06",063,007
4.759,36.138,563.372,24. 11. 2014,1,"46,00","56,12",107,075
4.760,38.031,563.425,5. 12. 2014,1,"23,00","28,06",107,028
4.761,38.447,563.439,9. 12. 2014,0,"23,00","28,06",037,028
4.762,38.283,563.442,8. 12. 2014,0,"23,00","28,06",037,028
4.763,32.430,563.472,17. 10. 2014,0,"6,30","7,69",037,001
4.764,40.861,563.472,18. 12. 2014,0,"6,30","7,69",037,001
4.765,30.261,563.479,8. 10. 2014,1,"14,00","17,08",063,015
4.766,32.827,563.484,3. 11. 2014,0,"37,00","45,14",037,022
4.767,38.615,563.487,10. 12. 2014,0,"23,00","28,06",037,028
4.768,39.987,563.519,18. 12. 2014,0,"23,00","28,06",037,005
4.769,41.065,563.520,18. 12. 2014,0,"6,30","7,69",037,005
4.770,38.247,563.523,8. 12. 2014,0,"26,00","31,72",037,027
4.771,31.831,563.535,17. 10. 2014,1,"23,00","28,06",063,031
4.772,31.042,563.537,17. 10. 2014,0,"23,00","28,06",037,031
4.773,31.454,563.538,16. 10. 2014,0,"14,00","17,08",037,031
4.774,31.576,563.553,16. 10. 2014,0,"6,30","7,69",037,075
4.775,36.886,563.590,28. 11. 2014,1,"37,00","45,14",107,075
4.776,36.556,563.595,26. 11. 2014,1,"26,00","31,72",107,007
4.777,38.096,563.597,4. 12. 2014,1,"26,00","31,72",063,075
4.778,31.459,563.606,22. 10. 2014,0,"37,00","45,14",037,005
4.779,31.458,563.607,22. 10. 2014,0,"37,00","45,14",037,005
4.780,32.623,563.617,30. 10. 2014,0,"16,00","19,52",037,007
4.781,36.770,563.626,26. 11. 2014,1,"37,00","45,14",107,021
4.782,38.440,563.630,19. 11. 2014,0,"6,30","7,69",037,021
4.783,38.234,563.632,5. 12. 2014,1,"26,00","31,72",107,042
4.784,39.131,563.640,12. 12. 2014,1,"23,00","28,06",107,007
4.785,30.861,563.670,13. 10. 2014,1,"10,00","12,20",063,026
4.786,35.015,563.689,17. 11. 2014,0,"23,00","28,06",014,024
4.787,34.096,563.703,7. 11. 2014,2,"23,00","28,06",063,024
4.788,33.663,563.705,11. 11. 2014,0,"46,00","56,12",037,024
4.789,31.647,563.723,24. 10. 2014,0,"112,90","137,74",035,075
4.790,34.144,563.742,13. 11. 2014,0,"23,00","28,06",037,028
4.791,39.866,563.748,18. 12. 2014,0,"23,00","28,06",037,075
4.792,30.566,563.760,10. 10. 2014,1,"34,00","41,48",063,038
4.793,1.013,563.785,7. 1. 2015,1,"16,00","19,52",063,001
4.794,36.046,563.796,24. 11. 2014,0,"14,00","17,08",014,008
4.795,38.936,563.805,10. 12. 2014,1,"23,00","28,06",107,027
4.796,40.856,563.822,19. 12. 2014,0,"6,30","7,69",037,001
4.797,896,563.838,8. 1. 2015,1,"23,00","28,06",063,001
4.798,218,563.844,8. 1. 2015,0,"26,00","31,72",037,022
4.799,31.679,563.860,24. 10. 2014,0,"11,60","14,15",014,005
4.800,32.007,563.870,20. 10. 2014,1,"23,00","28,06",063,021
4.801,32.693,563.900,3. 11. 2014,0,"23,00","28,06",037,009
4.802,40.672,563.910,24. 12. 2014,0,"23,00","28,06",037,072
4.803,1.643,563.925,15. 1. 2015,2,"37,00","45,14",063,009
4.804,38.252,563.943,28. 11. 2014,0,"6,30","7,69",037,001
4.805,33.426,563.944,4. 11. 2014,1,"23,00","28,06",063,075
4.806,36.834,563.962,27. 11. 2014,1,"26,00","31,72",063,021
4.807,35.066,563.966,17. 11. 2014,0,"39,00","47,58",014,007
4.808,31.581,563.974,15. 10. 2014,0,"6,30","7,69",037,075
4.809,39.227,563.984,12. 12. 2014,1,"26,00","31,72",107,021
4.810,435,564.000,9. 1. 2015,0,"6,30","7,69",037,021
4.811,1.502,564.000,9. 1. 2015,1,"16,00","19,52",063,021
4.812,35.324,564.003,19. 11. 2014,0,"23,00","28,06",014,013
4.813,29.485,564.062,6. 10. 2014,0,"-6,30","-7,69",037,001
4.814,31.996,564.076,21. 10. 2014,1,"37,00","45,14",063,001
4.815,36.116,564.077,24. 11. 2014,1,"23,00","28,06",107,038
4.816,30.013,564.097,6. 10. 2014,1,"37,00","45,14",063,027
4.817,37.975,564.119,5. 12. 2014,0,"37,00","45,14",037,018
4.818,40.789,564.122,23. 12. 2014,1,"23,00","28,06",107,075
4.819,40.579,564.146,15. 12. 2014,0,"6,30","7,69",037,021
4.820,34.183,564.218,6. 11. 2014,2,"23,00","28,06",063,005
4.821,36.970,564.244,27. 11. 2014,0,"20,00","24,40",037,018
4.822,31.239,564.247,21. 10. 2014,0,"23,00","28,06",037,021
4.823,40.568,564.248,22. 12. 2014,0,"20,00","24,40",037,064
4.824,36.986,564.255,29. 11. 2014,0,"23,00","28,06",037,018
4.825,37.874,564.269,3. 12. 2014,1,"23,00","28,06",063,021
4.826,1.440,564.270,12. 1. 2015,1,"20,00","24,40",063,007
4.827,36.272,564.277,25. 11. 2014,0,"23,00","28,06",014,028
4.828,33.136,564.298,30. 10. 2014,2,"37,00","45,14",063,007
4.829,35.222,564.305,13. 11. 2014,1,"20,00","24,40",063,022
4.830,35.843,564.305,19. 11. 2014,1,"14,00","17,08",063,022
4.831,808,564.309,7. 1. 2015,1,"37,00","45,14",063,022
4.832,32.546,564.328,14. 10. 2014,0,"6,30","7,69",037,022
4.833,32.305,564.329,22. 10. 2014,1,"10,00","12,20",063,021
4.834,31.692,564.330,27. 10. 2014,0,"23,00","28,06",014,001
4.835,30.277,564.334,8. 10. 2014,1,"14,00","17,08",063,021
4.836,36.754,564.335,27. 11. 2014,0,"6,30","7,69",063,021
4.837,37.816,564.344,3. 12. 2014,0,"16,00","19,52",037,022
4.838,30.116,564.351,10. 10. 2014,0,"6,30","7,69",037,021
4.839,30.433,564.351,14. 10. 2014,0,"26,00","31,72",037,021
4.840,31.133,564.351,21. 10. 2014,0,"-6,30","-7,69",037,021
4.841,36.099,564.354,19. 11. 2014,1,"26,00","31,72",107,021
4.842,29.881,564.359,3. 10. 2014,1,"20,00","24,40",063,026
4.843,29.898,564.360,7. 10. 2014,1,"26,00","31,72",063,026
4.844,36.987,564.365,29. 11. 2014,0,"26,00","31,72",037,018
4.845,36.371,564.377,24. 11. 2014,2,"37,00","45,14",063,007
4.846,1.256,564.382,16. 1. 2015,0,"23,00","28,06",037,005
4.847,806,564.399,7. 1. 2015,1,"37,00","45,14",063,022
4.848,41.035,564.400,23. 12. 2014,1,"37,00","45,14",063,022
4.849,39.902,564.481,17. 12. 2014,1,"23,00","28,06",107,005
4.850,766,564.536,6. 1. 2015,0,"6,30","7,69",037,075
4.851,1.016,564.576,7. 1. 2015,1,"16,00","19,52",063,001
